id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
11475,2006/7/20,Incoming data for the current quarter suggested that spending on transportation equipment reversed the run-up that occurred in the first quarter.,negative,neutral,neutral,,negative
11476,2006/7/20,Import growth was led by sharp rises in the value of imported oil and natural gas and increased imports of automotive products and capital goods.,positive,neutral,neutral,,positive
11477,2006/11/15,"Incoming data across the emerging-market economies continued to point to moderating, but solid, growth in economic activity in the third quarter.",positive,neutral,neutral,,positive
11478,2006/11/15,These gains in spending were likely to be supported by past declines in energy prices and continued gains in payroll employment and labor income.,positive,positive,positive,,positive
11479,2006/11/15,Participants were concerned that inflation expectations could begin to drift upwards if core inflation remained elevated for a protracted period.,neutral,neutral,negative,,negative
11480,2008/2/20,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11481,2008/2/20,"Utilities output climbed for a second consecutive quarter, and mining output was boosted by increases in natural gas extraction and in crude oil.",positive,neutral,neutral,,positive
11482,2008/2/20,"The Committee expects inflation to moderate in coming quarters, but it will be necessary to continue to monitor inflation developments carefully.",neutral,neutral,neutral,,neutral
11483,2008/2/20,"The Committee expects inflation to moderate in coming quarters, but it will be necessary to continue to monitor inflation developments carefully.",neutral,neutral,neutral,,neutral
11484,2008/5/21,"In the euro area, growth was estimated to have remained subdued in the first quarter, with Germany and France faring better than Italy and Spain.",neutral,neutral,neutral,,negative
11485,2008/5/21,"In emerging market economies, economic growth slowed some in the fourth quarter and was estimated to have held about steady in the first quarter.",neutral,neutral,neutral,,negative
11486,2008/7/16,"At its April 29-30 meeting, the Federal Open Market Committee (FOMC) lowered its target for the federal funds rate 25 basis points, to 2 percent.",neutral,neutral,neutral,,neutral
11487,2008/8/26,"Tight conditions in the mortgage credit markets continued to restrain housing demand, particularly for borrowers seeking nonconforming mortgages.",negative,neutral,neutral,,negative
11488,2008/8/26,"Corporate bond issuance slowed further, as did lending by banks to businesses and households, and issuance of leveraged loans remained very weak.",negative,neutral,neutral,,negative
11489,2008/8/26,"For example, automotive parts suppliers in one District had reported plans for laying off workers, idling production, and closing several plants.",negative,negative,neutral,,negative
11490,2008/10/7,"The Committee's statement noted that economic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports.",positive,neutral,neutral,,positive
11491,2008/11/19,"Also, the Federal Reserve announced two forward TAF auctions for $150 billion each, to be conducted in November to provide funding over year-end.",neutral,neutral,neutral,,neutral
11492,2008/11/19,Survey results and anecdotal information also suggested that credit conditions had tightened significantly further for businesses and households.,negative,neutral,neutral,,negative
11493,2008/11/19,Several participants observed that it would be crucial for such policy actions to be unwound appropriately as the financial situation normalized.,neutral,neutral,neutral,,neutral
11494,2009/1/6,Subsequent purchases of agency debt by the Open Market Desk at the Federal Reserve Bank of New York led to a further reduction in agency spreads.,neutral,neutral,neutral,,negative
11495,2009/1/6,Participants emphasized the importance of explicitly conditioning communication regarding future policy on the evolution of the economic outlook.,neutral,neutral,neutral,,neutral
11496,2009/2/18,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11497,2009/2/18,"Real spending on goods excluding motor vehicles was estimated to have fallen noticeably in December, more than reversing an increase in November.",negative,neutral,neutral,,negative
11498,2009/2/18,"After improving during the early part of the intermeeting period, market sentiment toward financial firms appeared to worsen later in the period.",negative,neutral,neutral,,negative
11499,2009/4/8,"Business inventories would come into line with even a low level of sales, and the pressure on production from inventory drawdowns would diminish.",neutral,neutral,neutral,,negative
11500,2009/9/2,"The decline in equipment and software (E&S) investment seemed to be moderating, although the incoming data did not point to an imminent recovery.",negative,neutral,neutral,,negative
11501,2009/9/2,The Desk is expected to purchase up to $200 billion in housing-related agency debt and up to $1.25 trillion of agency MBS by the end of the year.,positive,neutral,neutral,,neutral
11502,2009/10/14,The July trade data provided additional evidence that the levels of both exports and imports probably reached their trough in the second quarter.,positive,neutral,neutral,,positive
11503,2010/1/6,"Outlays for motor vehicles bounced back in October after a slump in September that followed the end of the ""cash-for-clunkers"" program in August.",positive,neutral,neutral,,positive
11504,2010/2/17,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11505,2010/2/17,B. Any swap drawing proposed by a foreign bank exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.3.,neutral,neutral,neutral,,neutral
11506,2010/2/17,"No market strains had appeared as a result of the imminent closing, on February 1, of most of the Federal Reserve's special liquidity facilities.",positive,neutral,neutral,,neutral
11507,2010/2/17,All but the first of these tools would shrink the supply of reserve balances; the last two would also shrink the Federal Reserve's balance sheet.,neutral,neutral,neutral,,neutral
11508,2010/2/17,"For the same reason, a few judged that it would be better to drain reserves concurrently with the eventual increase in the IOER and target rates.",neutral,neutral,neutral,,neutral
11509,2010/2/17,"Participants saw the slower pace of inventory reductions as a welcome indication that, in general, firms no longer had large inventory overhangs.",positive,neutral,neutral,,negative
11510,2010/4/6,Available data for January indicated a further small liquidation of real stocks early this year in the manufacturing and wholesale trade sectors.,neutral,neutral,neutral,,neutral
11511,2010/4/6,"The dollar value of commercial real estate sales remained very low in February, and the share of properties sold at a nominal loss inched higher.",negative,neutral,neutral,,negative
11512,2010/5/19,"On a 12-month change basis, core PCE prices slowed over the year ending in March, with deceleration widespread across categories of expenditures.",negative,neutral,positive,,negative
11513,2010/5/19,The economic forecast prepared by the staff for the April FOMC meeting was similar to that developed for the March meeting.,neutral,neutral,neutral,,neutral
11514,2010/7/14,"The April fall in exports reflected declines in exports of consumer goods, primarily due to a drop in pharmaceuticals, and in agricultural goods.",negative,neutral,neutral,,negative
11515,2010/8/31,"Consumer confidence fell back in July, with households expressing greater concern about their personal finances and the outlook for the recovery.",negative,neutral,neutral,,negative
11516,2010/8/31,"In addition, survey results suggested that a sizable fraction of banks had eased loan terms, and a few had eased lending standards, on C&I loans.",positive,neutral,neutral,,positive
11517,2010/10/12,The rise in business outlays for equipment and software looked to have moderated recently following outsized gains in the first half of the year.,positive,neutral,neutral,,negative
11518,2011/1/4,"Real inventory investment rose sharply in the third quarter, but book-value data for October suggested that the pace of accumulation was slowing.",positive,neutral,neutral,,negative
11519,2011/1/4,"Exports of industrial supplies and agricultural goods registered the largest increases, although rising prices accounted for some of those gains.",positive,neutral,negative,,positive
11520,2011/1/4,"Banks in the euro-area periphery continued to rely heavily on funding from the ECB, and some signs of increased dollar funding pressures emerged.",negative,neutral,neutral,,negative
11521,2011/2/16,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11522,2011/2/16,B. Any swap drawing proposed by a foreign bank exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.3.,neutral,neutral,neutral,,neutral
11523,2011/2/16,"Industrial production posted solid gains, supported in part by U.S. exports that appeared to have been noticeably stronger in the fourth quarter.",positive,neutral,neutral,,positive
11524,2011/5/18,"The available data on government spending indicated that real federal purchases fell in the first quarter, led by a reduction in defense outlays.",negative,neutral,neutral,,negative
11525,2011/5/18,"One participant suggested that excess liquidity might be leading to speculation in commodity markets, possibly putting upward pressure on prices.",neutral,neutral,negative,,negative
11526,2011/7/12,"The unemployment rate moved up in April and then rose further to 9.1 percent in May, while the labor force participation rate remained unchanged.",neutral,negative,neutral,,neutral
11527,2011/10/12,Participants agreed to consider further how best to use their monetary policy and liquidity tools to deal with such shocks if they were to occur.,neutral,neutral,neutral,,neutral
11528,2012/1/3,"Moreover, unemployment, particularly longer-term unemployment, remained high, and the number of involuntary part-time workers was still elevated.",neutral,negative,neutral,,negative
11529,2012/2/15,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11530,2012/2/15,"CDS spreads for states inched down further over the intermeeting period, and yields on long-term general obligation municipal bonds fell notably.",neutral,neutral,neutral,,negative
11531,2012/2/15,"The housing sector remained depressed, with very low levels of activity; there were, however, signs of improvement in some local housing markets.",negative,neutral,neutral,,positive
11532,2012/4/3,The information reviewed at the March 13 meeting suggested that economic activity was expanding moderately.,positive,neutral,neutral,,positive
11533,2012/4/3,"Despite signs of improvement or stabilization in some local housing markets, most participants agreed that the housing sector remained depressed.",negative,neutral,neutral,,negative
11534,2012/5/16,"Manufacturing production expanded, on net, in February and March, while the rate of manufacturing capacity utilization was essentially unchanged.",positive,neutral,neutral,,neutral
11535,2012/7/11,The yield on nominal 10-year Treasury securities reached a historically low level immediately following the release of the May employment report.,neutral,negative,neutral,,neutral
11536,2012/7/11,The Committee anticipates that inflation over the medium term will run at or below the rate that it judges most consistent with its dual mandate.,neutral,neutral,positive,,neutral
11537,2012/8/22,The Committee anticipates that inflation over the medium term will run at or below the rate that it judges most consistent with its dual mandate.,neutral,neutral,positive,,neutral
11538,2012/10/4,"In addition, business contacts noted that export demand was showing signs of weakness as a result of the slowdown in economic activity in Europe.",negative,neutral,neutral,,negative
11539,2012/10/4,A number of participants highlighted the uncertainty about the overall effects of additional purchases on financial markets and the real economy.,neutral,neutral,neutral,,negative
11540,2013/2/20,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11541,2013/2/20,"Yields on speculative-grade corporate bonds decreased over the intermeeting period, and yields on investment-grade corporate bonds were up a bit.",neutral,neutral,neutral,,positive
11542,2013/4/10,One participant suggested that the signaling effect of asset purchases may have been reduced by the adoption of threshold-based forward guidance.,neutral,neutral,neutral,,neutral
11543,2013/7/10,"Overall U.S. consumer prices, as measured by the PCE price index, edged down in April, while the consumer price index (CPI) rose somewhat in May.",neutral,neutral,neutral,,negative
11544,2013/7/10,A report on the favorable fiscal condition of one state was indicative of the improvement in the budget situation at state and local governments.,neutral,neutral,neutral,,positive
11545,2013/10/9,Another participant raised the possibility that financial stability risks might arise from recent adverse developments in municipal bond markets.,positive,neutral,neutral,,negative
11546,2013/11/20,"Business contacts generally reported continued moderate growth in sales, but remained cautious about expanding payrolls and capital expenditures.",neutral,negative,neutral,,negative
11547,2013/11/20,"Participants broadly endorsed making the Committee's communications as simple, clear, and consistent as possible, and discussed ways of doing so.",neutral,neutral,neutral,,neutral
11548,2014/1/8,"Moreover, recent information for key factors that support household spending was consistent with further solid gains in PCE in the coming months.",positive,neutral,neutral,,positive
11549,2014/2/19,All operations undertaken pursuant to the preceding paragraphs shall be reported promptly to the Foreign Currency Subcommittee and the Committee.,neutral,neutral,neutral,,neutral
11550,2014/2/19,"Over the 12 months ending in December, nominal average hourly earnings for all employees increased slightly faster than consumer price inflation.",neutral,positive,neutral,,positive
11551,2014/5/21,"In particular, the April SLOOS indicated a net easing of banks' credit standards for home-purchase loans to prime customers in the first quarter.",positive,neutral,neutral,,positive
11552,2014/5/21,Conditions in the labor market continued to improve over the intermeeting period and participants generally expected further gradual improvement.,neutral,positive,neutral,,positive
11553,2014/7/9,"Household spending appeared to have risen moderately, on balance, in recent months, with sales of motor vehicles, in particular, rising strongly.",positive,neutral,neutral,,positive
11554,2014/10/8,"Exports were little changed in June, but they expanded robustly in July, with particular strength in industrial supplies and automotive products.",positive,neutral,neutral,,positive
11555,2014/10/8,"A few members, however, expressed reservations about continuing to characterize the extent of underutilization of labor resources as significant.",neutral,positive,neutral,,negative
11556,2014/11/19,"In September, the unemployment rate declined to 5.9 percent, and the share of workers employed part time for economic reasons decreased a little.",neutral,positive,neutral,,negative
11557,2014/11/19,"As in the United States, participants in foreign financial markets became more concerned, on balance, about prospects for global economic growth.",positive,neutral,neutral,,negative
11558,2015/1/7,"As expected, both participation and take-up in the operations continued to be sensitive to the offering rate and maximum individual award amount.",neutral,neutral,neutral,,neutral
11559,2015/2/18,"In view of the uncertainties about the inflation outlook, the Committee agreed that it should continue to monitor inflation developments closely.",neutral,neutral,neutral,,neutral
11560,2015/5/20,"The reduction in exports was largest for durable goods and industrial supplies, with exports to Canada and China accounting for most of the drop.",negative,neutral,neutral,,negative
11561,2015/7/8,"Recent readings on the employment cost index, hourly compensation, and average hourly earnings of employees suggested some acceleration in wages.",neutral,positive,neutral,,positive
11562,2015/10/8,Survey-based measures of longer-term inflation expectations had remained stable; market-based measures of inflation compensation had moved lower.,neutral,neutral,positive,,neutral
11563,2015/10/8,"With energy and commodity prices expected to stabilize, members' projections of inflation incorporated a step-up in headline inflation next year.",neutral,neutral,positive,,neutral
11564,2016/1/6,"Some survey-based measures of longer-run inflation expectations edged down, while market-based measures of inflation compensation were still low.",neutral,neutral,positive,,negative
11565,2016/1/6,The available trade data suggested that declines in real net exports would likely continue to be a drag on real GDP growth in the fourth quarter.,negative,neutral,neutral,,negative
11566,2016/1/6,The cutbacks in drilling led to further reductions in capital spending and to layoffs; credit conditions for some firms continued to deteriorate.,negative,negative,neutral,,negative
11567,2016/2/17,"The effects of these financial developments, if they were to persist, may be roughly equivalent to those from further firming in monetary policy.",negative,neutral,neutral,,neutral
11568,2016/4/6,Real private expenditures for business equipment and intellectual property products appeared to be increasing only modestly in the first quarter.,neutral,neutral,neutral,,neutral
11569,2016/4/6,Several participants also noted the possibility that economic activity or labor market conditions could turn out to be stronger than anticipated.,neutral,neutral,neutral,,positive
11570,2016/7/6,"Meanwhile, nonfinancial firms continued to repurchase their shares at a brisk pace in the first quarter, and dividends stayed near record levels.",positive,neutral,neutral,,positive
11571,2016/8/17,Meeting participants commented on several other considerations that they saw as being relevant for evaluating possible implementation frameworks.,neutral,neutral,neutral,,neutral
11572,2016/8/17,"In the United Kingdom, early indicators following the June 23 referendum on exit from the EU (""Brexit"") pointed to a slowdown in economic growth.",negative,neutral,neutral,,negative
11573,2016/8/17,Some participants noted that recent signs of a moderate step-up in wage increases provided further evidence of improving labor market conditions.,neutral,positive,neutral,,positive
11574,2016/10/12,"Capital flows to EMEs continued, and sovereign debt spreads in these economies and corporate bond spreads in both EMEs and AFEs narrowed further.",positive,neutral,neutral,,positive
11575,2016/10/12,Announcements by foreign central banks garnered investor attention and contributed to somewhat higher asset price volatility later in the period.,neutral,neutral,neutral,,neutral
11576,2016/10/12,"Global yields moved higher and the euro strengthened following the meeting, as some market participants had expected an extension of the program.",neutral,neutral,negative,,positive
11577,2016/11/23,MMF reforms that became effective in mid-October had resulted in a substantial shift of assets out of prime funds and into government-only funds.,neutral,neutral,neutral,,neutral
11578,2017/1/4,Building permit issuance for new single-family homes--which tends to be a good indicator of the underlying trend in construction--also increased.,positive,neutral,neutral,,positive
11579,2017/1/4,"In the advanced foreign economies (AFEs), recent indicators were consistent with a more moderate pace of economic activity in the fourth quarter.",neutral,neutral,neutral,,neutral
11580,2017/1/4,"In the euro area, investors were attentive to the constitutional referendum in Italy and the December meeting of the European Central Bank (ECB).",neutral,neutral,neutral,,neutral
11581,2017/2/22,"The effective federal funds rate was 66 basis points--25 basis points higher than previously--every day following the change, except at year-end.",neutral,neutral,neutral,,neutral
11582,2017/2/22,"In their discussion, participants considered how recent developments had affected their assessment of the stability of the U.S. financial system.",neutral,neutral,neutral,,neutral
11583,2017/2/22,"Against this backdrop, they thought it appropriate to maintain the target range for the federal funds rate at?1/2 to?3/4 percent at this meeting.",neutral,neutral,neutral,,neutral
11584,2017/4/5,The Committee's decision to keep the target range for the federal funds rate unchanged at the January-February FOMC meeting was well anticipated.,neutral,neutral,neutral,,positive
11585,2017/4/5,"Measures of inflation compensation based on Treasury Inflation-Protected Securities were little changed, on net, since the February FOMC meeting.",neutral,neutral,neutral,,neutral
11586,2017/4/5,Market-based measures of inflation compensation had remained low; survey-based measures of inflation compensation were little changed on balance.,neutral,neutral,positive,,neutral
11587,2017/4/5,"Nonetheless, most participants continued to view the prospect of more expansionary fiscal policies as an upside risk to their economic forecasts.",positive,neutral,neutral,,negative
11588,2017/5/24,"In the emerging market economies (EMEs), growth picked up in China and some Asian economies in the first quarter but slowed moderately in Mexico.",positive,neutral,neutral,,negative
11589,2017/7/5,"On a 12-month basis, inflation has declined recently and, like the measure excluding food and energy prices, is running somewhat below 2 percent.",neutral,neutral,positive,,negative
11590,2017/10/11,"Total nonfarm payroll employment rose solidly in July and August, with strong gains in private-sector jobs and declines in government employment.",neutral,positive,neutral,,positive
11591,2017/10/11,"Near-term risks to the economic outlook appeared roughly balanced, but participants agreed to continue to monitor inflation developments closely.",neutral,neutral,neutral,,neutral
11592,2017/10/11,"Although the unemployment rate was little changed from March to August, it remained below participants' estimates of its longer-run normal level.",neutral,positive,neutral,,negative
11593,2018/1/3,Financing conditions for businesses and households remained broadly supportive of continued growth in household spending and business investment.,positive,neutral,neutral,,positive
11594,2018/1/3,"Nonetheless, members reiterated that the actual path of the federal funds rate would depend on the economic outlook as informed by incoming data.",neutral,neutral,neutral,,neutral
11595,2018/2/21,"Growth of real final domestic purchases by households and businesses, generally a good indicator of the economy's underlying momentum, was solid.",positive,neutral,neutral,,positive
11596,2018/2/21,"While borrowing costs moved up briefly in offshore dollar funding markets over year-end, conditions in money markets were reported to be orderly.",neutral,neutral,neutral,,neutral
11597,2018/2/21,Inflation on a 12-month basis was expected to move up this year and to stabilize around the Committee's 2 percent objective over the medium term.,neutral,neutral,positive,,neutral
11598,2018/4/11,"The projection for inflation over the medium term was revised up a bit, reflecting the slightly tighter resource utilization in the new forecast.",neutral,neutral,neutral,,negative
11599,2018/4/11,"Nonetheless, they again stated that the actual path for the federal funds rate would depend on the economic outlook as informed by incoming data.",neutral,neutral,neutral,,neutral
11600,2018/5/23,"Total nonfarm payroll employment rose less in March than in the previous two months, but the increase for the first quarter as a whole was solid.",neutral,positive,neutral,,positive
11601,2018/5/23,The share of workers employed part time for economic reasons was little changed at a rate close to that prevailing before the previous recession.,neutral,neutral,neutral,,neutral
11602,2018/7/5,The share of workers employed part time for economic reasons was little changed at a level close to that from just before the previous recession.,neutral,neutral,neutral,,neutral
11603,2018/7/5,"Starts for new single-family homes were unchanged in April from their first-quarter average, but starts of multifamily units declined noticeably.",negative,neutral,neutral,,negative
11604,2018/8/22,"In addition, all participants pointed to ongoing trade disagreements and proposed trade measures as an important source of uncertainty and risks.",negative,neutral,neutral,,negative
11605,2018/10/17,Such concerns led the Shanghai Composite index to drop as much as 8 percent at one point over the intermeeting period before recovering somewhat.,negative,neutral,neutral,,negative
11606,2018/10/17,A number of participants observed that the stimulative effects of the changes in fiscal policy would likely diminish over the next several years.,negative,neutral,neutral,,neutral
11607,2019/1/9,These approaches could allow markets and banks more time to adjust to lower reserve levels while maintaining effective control of interest rates.,neutral,neutral,neutral,,neutral
11608,2019/1/9,"Among EMEs, growth in Mexico and Brazil bounced back from transitory second-quarter weakness, more than offsetting a slowdown in China and India.",positive,neutral,neutral,,positive
11609,2019/2/20,"Household spending had continued to grow strongly, while growth of business fixed investment had moderated from its rapid pace earlier last year.",positive,neutral,neutral,,positive
11610,2019/2/20,Participants observed that both overall inflation and inflation for items other than food and energy remained near 2 percent on a 12-month basis.,neutral,neutral,positive,,neutral
11611,2019/2/20,"Household spending had continued to grow strongly, while growth of business fixed investment had moderated from its rapid pace earlier last year.",positive,neutral,neutral,,positive
11612,2019/2/20,"Household spending has continued to grow strongly, while growth of business fixed investment has moderated from its rapid pace earlier last year.",positive,neutral,neutral,,positive
11613,2019/4/10,"Imports decreased in November before partially recovering in December, with imports of consumer goods and industrial supplies driving this swing.",negative,neutral,neutral,,negative
11614,2019/5/22,"As a result, core PCE price inflation was expected to move up in the near term but nevertheless to run just below 2 percent over the medium term.",neutral,neutral,positive,,negative
11615,2019/7/10,"Although growth of household spending appears to have picked up from earlier in the year, indicators of business fixed investment have been soft.",neutral,neutral,neutral,,negative
11616,2019/8/21,"Issuance of institutional leveraged loans increased notably in May but in June, it returned to the more moderate pace observed earlier this year.",neutral,neutral,neutral,,neutral
11617,2019/11/20,A couple of participants judged that the monitoring of financial stability vulnerabilities should also encompass risks related to climate change.,neutral,neutral,neutral,,neutral
11618,2020/1/3,The expected path of the federal funds rate implied by the medians of survey respondents' modal forecasts remained essentially flat through 2020.,neutral,neutral,neutral,,neutral
11619,2020/2/19,"While inflation is inherently variable, the Committee then could emphasize its intention for inflation to be centered on the 2 percent objective.",neutral,neutral,neutral,,neutral
11620,2020/4/8,"Hubei province, the epicenter of the outbreak and a manufacturing hub, was put under quarantine, and factories across the country were shut down.",negative,neutral,neutral,,negative
11621,2020/4/8,"Importantly, the future performance of the economy would depend on the evolution of the virus outbreak and the measures undertaken to contain it.",neutral,neutral,neutral,,neutral
11622,2020/5/20,"By the end of the intermeeting period, policy rates in most major advanced foreign economies (AFEs) were at or near their effective lower bounds.",negative,neutral,neutral,,neutral
11623,2020/5/20,Several participants remarked that a program of ongoing Treasury securities purchases could be used in the future to keep longer-term yields low.,neutral,neutral,neutral,,neutral
11624,2020/7/1,"In contrast, the trimmed mean measure of 12-month PCE price inflation constructed by the Federal Reserve Bank of Dallas was 1.9 percent in April.",neutral,neutral,positive,,neutral
11625,2020/7/1,Participants agreed that the data for the second quarter would likely show the largest decline in economic activity in post-World War II history.,negative,neutral,neutral,,negative
11626,2020/8/19,Several participants relayed examples of some operational difficulties their business contacts were reportedly facing in the current environment.,negative,neutral,neutral,,negative
11627,2020/11/25,Participants agreed that this discussion would be helpful for future assessments of the appropriate structure of the Committee's asset purchases.,neutral,neutral,neutral,,neutral
11628,2020/11/25,The coronavirus pandemic and the measures undertaken to contain its spread continued to affect economic activity in the United States and abroad.,negative,neutral,neutral,,negative
11629,2021/2/17,"That said, a few participants stated that it would be important to stay vigilant to ensure that the banking system remained strong and resilient.",neutral,neutral,neutral,,positive
11630,2021/5/19,Participants noted that the COVID-19 pandemic was causing tremendous human and economic hardship across the United States and around the world.,negative,neutral,neutral,,negative
11631,2021/8/18,"Most participants judged that the Committee's standard of ""substantial further progress"" toward the maximum-employment goal had not yet been met.",neutral,neutral,neutral,,neutral
11632,2021/8/18,"On net, the market-implied path of the policy rate was little changed for horizons up to late 2023, while it shifted lower beyond those horizons.",neutral,neutral,neutral,,neutral
11633,2021/8/18,"For the intermeeting period as a whole, however, the VIX was little changed, on net, and remained somewhat above its average pre-pandemic levels.",neutral,neutral,neutral,,neutral
11634,2021/8/18,"In addition, according to the July SLOOS, bank lending standards for jumbo loans eased over the second quarter to near their pre-pandemic levels.",positive,neutral,neutral,,positive
11635,2021/11/24,"In the financial sector, the staff noted that banks were strongly capitalized, with high levels of stable funding and high-quality liquid assets.",positive,neutral,neutral,,positive
11636,2021/11/24,Supply and demand imbalances related to the pandemic and the reopening of the economy had contributed to sizable price increases in some sectors.,neutral,neutral,negative,,positive
11637,2022/1/5,The potential for a less accommodative policy stance over the next few years contributed to a notable rise in two- and five-year Treasury yields.,neutral,neutral,neutral,,positive
11638,2022/2/16,"On the outlook for policy rates, several central banks had either already increased their policy rates or were expected to do so later this year.",neutral,neutral,neutral,,neutral
11639,2022/4/6,"Although real state and local purchases appeared to be rising, federal defense purchases appeared to be contracting further in the first quarter.",neutral,neutral,neutral,,negative
11640,2022/7/6,"Several participants indicated that some of their contacts reported that the pace of consumer spending, though strong, was beginning to moderate.",neutral,neutral,neutral,,negative
11641,2022/8/17,"Several participants noted that financial market liquidity had been low in some areas but that market functioning had, nonetheless, been orderly.",negative,neutral,neutral,,negative
11642,2022/10/12,"U.S. financial conditions tightened over the period, largely reflecting an upward revision in investors' outlook for the path of the policy rate.",negative,neutral,neutral,,negative
11643,2022/10/12,Several commented that they considered it likely that the transition would occur primarily through reduced job vacancies and slower job creation.,neutral,negative,neutral,,negative
11644,2022/11/23,"In response, fiscal authorities in Europe and Japan announced packages intended to ease the burden of high inflation on consumers and businesses.",neutral,neutral,negative,,neutral
11645,2023/1/4,"Even so, participants remarked that the improvements in supply chains had not been uniform and supply shortages remained for some types of goods.",negative,neutral,neutral,,negative
11646,2023/1/4,"A couple of participants noted that high costs for inputs like diesel, feed, and fertilizer were creating challenges for the agricultural sector.",negative,neutral,negative,,negative
11647,2023/1/4,They also agreed that the war and related events were contributing to upward pressure on inflation and were weighing on global economic activity.,neutral,neutral,negative,,negative
11648,2023/2/22,"Credit availability for households with lower credit scores was considerably tighter, though comparable to levels prevailing before the pandemic.",neutral,neutral,neutral,,negative
11649,2023/2/22,"A number of participants commented that supply bottlenecks continued to ease, although supply chain issues remained a challenge in some sectors.",neutral,neutral,neutral,,neutral
11650,2006/1/3,"However, monetary policy accommodation, coupled with robust underlying growth in productivity, was providing ongoing support to economic activity.",positive,neutral,neutral,,positive
11651,2006/2/21,"With few exceptions, however, new orders appeared to be quite strong, and order backlogs increased for several goods in the transportation sector.",positive,neutral,neutral,,positive
11652,2006/4/18,"Warm weather boosted housing construction in January and February, although sales of new homes dropped back and house prices decelerated slightly.",neutral,neutral,neutral,,positive
11653,2006/4/18,The recent behavior of core consumer prices seemed to indicate that any pass-through of higher energy and other commodity prices had been limited.,neutral,neutral,positive,,neutral
11654,2006/5/31,"Thus, consumer prices, after increasing at a faster rate in the first half of the year, were expected to decelerate later this year and next year.",neutral,neutral,positive,,negative
11655,2006/7/20,Utilities output also grew strongly in April but retreated in May as temperatures returned to normal after having been unseasonably warm in April.,positive,neutral,neutral,,neutral
11656,2006/7/20,"At its May meeting, the Federal Open Market Committee (FOMC) decided to raise its target for the federal funds rate 25 basis points, to 5 percent.",neutral,neutral,neutral,,neutral
11657,2006/11/15,"Nonfarm payrolls rose modestly in September after a larger increase in August, with some of the variation apparently a result of seasonal factors.",neutral,positive,neutral,,neutral
11658,2007/10/9,"Moreover, lower housing wealth, slower gains in employment and income, and reduced confidence seemed likely to restrain consumer spending in 2008.",negative,negative,neutral,,negative
11659,2008/1/2,"In longer-term corporate markets, both investment- and speculative-grade credit spreads widened considerably; issuance slowed but remained strong.",positive,neutral,neutral,,positive
11660,2008/2/20,Any swap drawing proposed by a foreign bank not exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.,neutral,neutral,neutral,,neutral
11661,2008/2/20,The Committee then turned to a discussion of selected longer-term regulatory and structural issues raised by recent financial market developments.,negative,neutral,neutral,,neutral
11662,2008/5/21,The recent softening in residential housing demand was consistent with reports of tighter credit conditions for both prime and nonprime borrowers.,negative,neutral,neutral,,negative
11663,2008/5/21,"At its March 18 meeting, the Federal Open Market Committee (FOMC) lowered its target for the federal funds rate 75 basis points, to 2-1/4 percent.",neutral,neutral,neutral,,neutral
11664,2008/5/21,"Indicators of business sentiment were low, and reports from business contacts suggested that firms were scaling back their capital spending plans.",negative,neutral,neutral,,negative
11665,2008/11/19,"In the overnight federal funds market, financial institutions became more selective about the counterparties with whom they were willing to trade.",negative,neutral,neutral,,neutral
11666,2009/1/6,The comparative strength of existing home sales appeared to be attributable partly to increases in foreclosure-related and other distressed sales.,negative,neutral,neutral,,negative
11667,2009/1/6,"At its October 28-29 meeting, the Federal Open Market Committee (FOMC) lowered its target for the federal funds rate 50 basis points to 1 percent.",neutral,neutral,neutral,,neutral
11668,2009/1/6,"Credit conditions continued to tighten for both households and businesses, and ongoing declines in equity prices further reduced household wealth.",negative,neutral,neutral,,negative
11669,2009/2/18,Any swap drawing proposed by a foreign bank not exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.2.,neutral,neutral,neutral,,neutral
11670,2009/4/8,There were no open market operations in foreign currencies for the System's account during the period since the Committee's January 27-28 meeting.,neutral,neutral,neutral,,neutral
11671,2009/5/20,The available data suggested that real consumer spending rose moderately in the first quarter after having fallen in the second half of last year.,neutral,neutral,neutral,,positive
11672,2009/5/20,An unusually large proportion of employed persons indicated that they were engaged in part-time work because they could not obtain full-time jobs.,neutral,negative,neutral,,neutral
