sentence,label,score,sentence_simple,focus_ornot,label_new,score_new
"With respect to longer-run trends, the staff noted that multiyear averages of short-term real interest rates had been declining not only in the United States, but also in many other large economies for the past quarter-century and stood near zero in most of those economies.",Negative,0.631652772,also in many other large economies for the past quarter-century and stood near zero in most of those economies.,1,Negative,0.812340796
"The unemployment rate has declined gradually in recent years, indicating that real gross domestic product (GDP) growth has, on average, exceeded growth of potential GDP, but not by a substantial margin.",Positive,0.998650968,not by a substantial margin.,1,Positive,0.719145119
"This outcome, in turn, suggested that the actual level of short-term real interest rates has been below but not substantially below the equilibrium real rate, consistent with estimates that r* currently is close to zero, notably below its historical average.",Negative,0.935116947,"not substantially below the equilibrium real rate, consistent with estimates that r* currently is close to zero, notably below its historical average.",1,Negative,0.944152296
"A number of participants indicated that they expected short-run r* to rise as the economic expansion continued, but probably only gradually.",Neutral,0.533729792,probably only gradually.,1,Neutral,0.996912241
"Staff Review of the Economic SituationThe information reviewed for the October 27-28 meeting suggested that real GDP was increasing at a moderate pace, but that the improvement in labor market conditions had slowed somewhat in recent months.",Negative,0.99989748,that the improvement in labor market conditions had slowed somewhat in recent months.,1,Negative,0.999992967
"Total nonfarm payroll employment expanded at about the same rate in September as in August, although at a slower pace than earlier this year, and the unemployment rate remained at 5.1 percent.",Positive,0.97774899,"Total nonfarm payroll employment expanded at about the same rate in September as in August, and the unemployment rate remained at 5.1 percent.",1,Positive,0.57328248
"The rate of private-sector job openings declined in August but was still at a high level, while the rates of hiring and quits were unchanged.",Neutral,0.49957937,"was still at a high level, while the rates of hiring and quits were unchanged.",1,Neutral,0.999617577
"The components of the nominal retail sales data used by the Bureau of Economic Analysis to construct its estimate of PCE increased only slightly in September, but the rate of sales of light motor vehicles rose to a new high for the year.",Positive,0.778108418,the rate of sales of light motor vehicles rose to a new high for the year.,1,Positive,0.999940038
"Activity in the housing sector was mixed, but it generally continued to recover slowly.",Negative,0.944939315,it generally continued to recover slowly.,1,Positive,0.904518843
"Starts of new single-family homes stepped down modestly, on net, over August and September, although building permits increased slightly.",Negative,0.99989152,"Starts of new single-family homes stepped down modestly, on net over August and September",1,Negative,0.999989033
"Firms' nominal spending for nonresidential structures excluding drilling and mining rose in August, although available indicators of drilling activity, such as the number of oil and gas rigs in operation, continued to fall.",Negative,0.999859452,"Firms' nominal spending for nonresidential structures excluding drilling and mining rose in August, such as the number of oil and gas rigs in operation, continued to fall.",1,Negative,0.999938011
"Staff Review of the Financial SituationContinued concerns about the global economic growth outlook weighed on market sentiment in the United States and abroad early in the intermeeting period, but sentiment improved somewhat in the weeks preceding the October FOMC meeting.",Negative,0.901682198,sentiment improved somewhat in the weeks preceding the October FOMC meeting.,1,Positive,0.999997377
Financing conditions for most businesses and households remained accommodative but tightened somewhat for businesses with lower credit quality.,Negative,0.649071395,tightened somewhat for businesses with lower credit quality.,1,Negative,0.959198713
Broad U.S. equity price indexes fell in the first few weeks after the September FOMC meeting but subsequently more than retraced those declines.,Negative,0.999800503,subsequently more than retraced those declines.,1,Negative,0.959152222
"Overall, financing conditions for nonfinancial businesses were generally accommodative but tightened somewhat for lower-rated firms.",Neutral,0.839995027,tightened somewhat for lower-rated firms.,1,Negative,0.589473605
"Financing conditions for small businesses continued to improve, with loan originations maintaining their upward trend, although indicators of the optimism of small business owners declined in recent months.",Positive,0.999997377,"Financing conditions for small businesses continued to improve, with loan originations maintaining their upward trend",1,Positive,1
"Even though news reports on Puerto Rico's public-sector debt situation garnered attention of market participants, credit default swap spreads on Puerto Rico's general obligation debt were little changed over the intermeeting period.",Negative,0.783830464,credit default swap spreads on Puerto Rico's general obligation debt were little changed over the intermeeting period.,1,Neutral,0.993320584
"A moderate net fraction of SLOOS respondents continued to ease standards on loans eligible for purchase by the government-sponsored enterprises and on jumbo loans, but standards on government-backed loans tightened somewhat.",Neutral,0.803026617,standards on government-backed loans tightened somewhat.,1,Neutral,0.571641922
"But this decline was balanced by subsequent appreciation, in part as expectations increased for greater monetary policy accommodation abroad.",Negative,0.838866174,"this decline was balanced by subsequent appreciation, in part as expectations increased for greater monetary policy accommodation abroad.",1,Negative,0.889910698
The staff projected that inflation would increase gradually over the next several years but would still be slightly below the Committee's longer-run objective of 2 percent at the end of 2018.,Neutral,0.818018973,would still be slightly below the Committee's longer-run objective of 2 percent at the end of 2018.,1,Negative,0.991663218
"A few participants, though, noted that downside risks from abroad were still significant.",Negative,0.983887494,A few participants,1,Neutral,0.999143839
"Participants generally viewed the housing sector as continuing to recover, although a couple of participants noted that the pace of recovery was slow.",Negative,0.994955957,Participants generally viewed the housing sector as continuing to recover,1,Negative,0.593886554
"A large decline in inventory investment was expected to reduce the pace of GDP growth in the third quarter, but participants saw further outsized declines in inventory accumulation as unlikely.",Negative,0.997123063,participants saw further outsized declines in inventory accumulation as unlikely.,1,Negative,0.999893785
"Manufacturing activity had slowed somewhat over the intermeeting period in a number of regions, importantly reflecting the weakness in exports, although the auto industry remained a bright spot.",Negative,0.999951363,"Manufacturing activity had slowed somewhat over the intermeeting period in a number of regions, importantly reflecting the weakness in exports",1,Negative,0.999998927
"Although employment growth slowed and the unemployment rate held steady in September, participants agreed that underutilization of labor resources had been reduced since earlier in the year.",Negative,0.996698022,participants agreed that underutilization of labor resources had been reduced since earlier in the year.,1,Negative,0.513299048
"Core PCE inflation also remained low, but some other measures of inflation, such as the trimmed mean PCE and trimmed mean CPI measures, continued to run at higher levels than core PCE inflation and had recently moved up modestly.",Neutral,0.601763308,"some other measures of inflation, such as the trimmed mean PCE and trimmed mean CPI measures continued to run at higher levels than core PCE inflation and had recently moved up modestly.",1,Neutral,0.973906934
"In addition, it was noted that Puerto Rico continued to face significant challenges servicing its debts, although the associated systemic risks for U.S. financial markets were likely to be minimal.",Negative,0.999992251,"In addition, it was noted that Puerto Rico continued to face significant challenges servicing its debts",1,Negative,0.999999762
"Although net exports had been soft and inventory accumulation appeared to have slowed, major domestic components of spending were increasing at solid rates.",Positive,0.999726593,major domestic components of spending were increasing at solid rates.,1,Positive,0.999999523
"With concerns about global economic and financial developments having lessened, members continued to see the risks to the outlook for economic activity as nearly balanced, although they were still monitoring these developments.",Negative,0.998354852,"With concerns about global economic and financial developments having lessened, members continued to see the risks to the outlook for economic activity as nearly balanced",1,Negative,0.999922037
"Almost all members agreed that, even though the pace of job gains had slowed and the unemployment rate had held steady over the intermeeting period, labor market indicators, on balance, showed that underutilization of labor resources had diminished since early in the year.",Negative,0.997694194,"Almost all members agreed that, labor market indicators, on balance, showed that underutilization of labor resources had diminished since early in the year.",1,Negative,0.999922514
"While inflation was anticipated to remain near its recent low level in the near term, reflecting the transitory effects of declines in energy and import prices, members continued to expect inflation to rise gradually toward 2 percent over the medium term as the labor market improved further and such transitory effects dissipated.",Positive,0.613924265,"reflecting the transitory effects of declines in energy and import prices, members continued to expect inflation to rise gradually toward 2 percent over the medium term as the labor market improved further and such transitory effects dissipated.",1,Positive,0.696065485
"Members continued to anticipate that inflation would gradually return to the Committee's 2 percent objective over the medium term, but most of them were not yet sufficiently confident of that outlook to begin the normalization process.",Neutral,0.974794328,most of them were not yet sufficiently confident of that outlook to begin the normalization process.,1,Negative,0.890976012
"After assessing the outlook for economic activity, the labor market, and inflation and weighing the uncertainties associated with the outlook, all but one member agreed to leave the target range for the federal funds rate unchanged at this meeting.",Neutral,0.999952197,one member agreed to leave the target range for the federal funds rate unchanged at this meeting.,1,Neutral,0.999999046
"While members differed in their assessment of the likelihood that incoming information will warrant an increase in the target range for the federal funds rate when the Committee meets in December, they agreed that, in making the decision, the Committee will evaluate progress toward its objectives, taking into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",Neutral,0.999977946,"they agreed that, in making the decision, the Committee will evaluate progress toward its objectives, taking into account a wide range of information, including measures of labor market conditions indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",1,Neutral,0.999994993
The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced but is monitoring global economic and financial developments.,Neutral,0.987930179,is monitoring global economic and financial developments.,1,Neutral,0.999779046
Inflation is anticipated to remain near its recent low level in the near term but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of declines in energy and import prices dissipate.,Positive,0.975100696,the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of declines in energy and import prices dissipate.,1,Positive,0.986548364
"Manufacturing production increased in October, although output in the mining sector continued to decrease.",Negative,0.843028307,Manufacturing production increased in October,1,Neutral,0.80720681
"Starts of new single-family homes were somewhat lower in October than in the third quarter, although building permits moved up.",Negative,0.998715758,Starts of new single-family homes were somewhat lower in October than in the third quarter,1,Negative,0.999863386
"Real private expenditures for business equipment and intellectual property products increased at a solid pace in the third quarter, but business spending growth looked to be slowing somewhat in the fourth quarter.",Positive,0.463059038,business spending growth looked to be slowing somewhat in the fourth quarter.,1,Negative,0.999993324
"Nominal shipments of nondefense capital goods excluding aircraft edged down in October, although new orders for these capital goods continued to move up.",Negative,0.911924064,Nominal shipments of nondefense capital goods excluding aircraft edged down in October,1,Negative,0.99963975
"Firms' nominal spending for nonresidential structures excluding drilling and mining rose in October, although available indicators of drilling activity, such as the number of oil and gas rigs in operation, continued to fall through early December.",Negative,0.981840432,"Firms' nominal spending for nonresidential structures excluding drilling and mining rose in October, such as the number of oil and gas rigs in operation, continued to fall through early December.",1,Negative,0.989411414
"Survey measures of expected longer-run inflation were relatively stable, although they showed some hints of having edged slightly lower:",Neutral,0.979833663,Survey measures of expected longer-run inflation were relatively stable,1,Neutral,0.979255497
"In November and early December, the Michigan survey measure continued to run somewhat below its typical range of the past 15 years, though historical patterns suggest that these relatively low readings may have reflected softness in total inflation and energy prices.",Negative,0.999849916,"In November and early December, the Michigan survey measure continued to run somewhat below its typical range of the past 15 years",1,Negative,0.999938607
"Mexican economic growth also picked up in the third quarter, but the Brazilian economy continued to contract.",Positive,0.971493363,the Brazilian economy continued to contract.,1,Negative,0.990920901
"Yields on municipal bonds declined a little, leaving their ratios to long-term Treasury yields somewhat lower but still near the high end of their historical range.",Neutral,0.548480511,still near the high end of their historical range.,1,Neutral,0.981024742
"Student and auto loans remained broadly available, even to borrowers with subprime credit histories, but the availability of credit card loans for subprime borrowers was still tight.",Neutral,0.571286082,the availability of credit card loans for subprime borrowers was still tight.,1,Negative,0.878199458
Short-term sovereign yields changed little in the euro area and Japan but rose moderately in the United Kingdom.,Neutral,0.98303622,rose moderately in the United Kingdom.,1,Positive,0.698920727
"Participants generally saw the downside risks to U.S. economic activity from global economic and financial developments, although still material, as having diminished since late summer.",Negative,0.999088287,"Participants generally saw the downside risks to U.S. economic activity from global economic and financial developments, as having diminished since late summer.",1,Negative,0.999795616
"Although many participants remained concerned about downside risks attending the outlook for inflation, a majority of participants saw the risks to the outlook for inflation as balanced.",Negative,0.578118861,a majority of participants saw the risks to the outlook for inflation as balanced.,1,Neutral,0.999689937
"The available information from District business contacts was generally consistent with the recent trend in data on spending, although a couple of reports noted that households were spending cautiously and that some price discounting was likely.",Neutral,0.997162879,The available information from District business contacts was generally consistent with the recent trend in data on spending,1,Neutral,0.999994159
"Although almost all still expected that the downward pressure on inflation from energy and commodity prices would be transitory, many viewed the persistent weakness in those prices as adding uncertainty or posing important downside risks to the inflation outlook.",Negative,0.999130785,many viewed the persistent weakness in those prices as adding uncertainty or posing important downside risks to the inflation outlook.,1,Negative,0.998681605
"Although many participants judged that the improvement in labor market conditions had been substantial, some others indicated that further progress in reducing labor market slack would be required before conditions would be consistent with the Committee's objective of maximum employment.",Neutral,0.602704465,some others indicated that further progress in reducing labor market slack would be required before conditions would be consistent with the Committee's objective of maximum employment.,1,Neutral,0.99861896
"In particular, some participants stressed the importance of the pace of economic growth staying above that of potential output in order to reduce remaining labor underutilization across broader dimensions--for example, by lowering the still-elevated numbers of workers employed part time for economic reasons and by encouraging additional workers who are currently outside the labor force but want a job to reenter the labor force.",Neutral,0.918325841,want a job to reenter the labor force.,1,Neutral,0.974434316
"While viewing a gradual approach to policy normalization as likely to be appropriate given their economic outlook, participants emphasized the need to adjust the policy path as economic conditions evolved and to avoid appearing to commit to any specific pace of adjustments.",Neutral,0.996940613,participants emphasized the need to adjust the policy path as economic conditions evolved and to avoid appearing to commit to any specific pace of adjustments.,1,Neutral,0.99528569
"Although net exports remained soft, consumer and business spending remained solid, and the housing sector improved further.",Positive,0.999999881,"consumer and business spending remained solid, and the housing sector improved further.",1,Positive,1
"Might generate a substantial volume of trading in a particular currency by the System, even though the change in the System's net position in that currency (as defined in paragraph 1.D of the Authorization for Foreign Currency Operations) might be less than the limits specified in 3.A.ii.",Neutral,0.828061044,Might generate a substantial volume of trading in a particular currency by the System,1,Neutral,0.994229794
"Participants also noted that the proposed new language indicating that the Committee would ""be concerned if inflation were running persistently above or below"" its 2 percent objective would not require that participants hold similar views about inflation dynamics; in addition, the proposed language would not specify the stance of monetary policy in such circumstances but would afford the Committee appropriate flexibility in tailoring a policy response to persistent deviations from the inflation objective.",Neutral,0.999932528,would afford the Committee appropriate flexibility in tailoring a policy response to persistent deviations from the inflation objective.,1,Neutral,0.998430669
"A couple of others agreed that there were reasons for concerns about deviations above or below the 2 percent objective, but noted that the reasons for, and degree of, those concerns could differ depending upon the direction of the deviation or broader macroeconomic conditions.",Negative,0.957864463,"noted that the reasons for, and degree of, those concerns could differ depending upon the direction of the deviation or broader macroeconomic conditions.",1,Neutral,0.814714551
All participants but one supported adopting the proposed amendments.,Neutral,0.999972582,one supported adopting the proposed amendments.,1,Neutral,0.999475777
"""All Committee members but one voted to adopt the revised statement.",Neutral,0.99994123,one voted to adopt the revised statement.,1,Neutral,0.999753773
"Although Mr. Bullard supported the statement without the changes and agreed that the Committee's inflation goal is symmetric, he dissented because he judged that the amended language was not sufficiently focused on expected future deviations of inflation from the 2 percent objective.",Neutral,0.757371426,he dissented because he judged that the amended language was not sufficiently focused on expected future deviations of inflation from the 2 percent objective.,1,Neutral,0.919884622
"Regarding when to do so, participants held varied views, but nearly all indicated a preference for waiting a couple of months or longer before making operational adjustments to the facility, in part so that the Federal Reserve could gain additional experience with its policy implementation tools.",Neutral,0.948046148,"nearly all indicated a preference for waiting a couple of months or longer before making operational adjustments to the facility, in part so that the Federal Reserve could gain additional experience with its policy implementation tools.",1,Positive,0.986021459
"Concerning the strategy that would be used to cap the ON RRP facility when the time came, most policymakers favored an approach in which a relatively high cap level would be imposed initially--though one that nonetheless would significantly reduce capacity relative to the current situation--with the intention of periodically making further reductions in the level of the cap as appropriate.",Neutral,0.999283493,Concerning the strategy that would be used to cap the ON RRP facility when the time came,1,Neutral,0.999860525
"In making these judgments, most policymakers emphasized the primacy of maintaining monetary control in setting the appropriate capacity of the ON RRP facility for the time being; participants indicated that the Committee's future decisions regarding the size and ultimate longevity of the facility should be largely driven by considerations of monetary control, although other factors, such as financial stability, should also be taken into account.",Neutral,0.999973655,"In making these judgments, most policymakers emphasized the primacy of maintaining monetary control in setting the appropriate capacity of the ON RRP facility for the time being; participants indicated that the Committee's future decisions regarding the size and ultimate longevity of the facility should be largely driven by considerations of monetary control, such as financial stability, should also be taken into account.",1,Neutral,0.999977112
Staff Review of the Economic SituationThe information reviewed for the January 26-27 meeting indicated that labor market conditions continued to improve in the fourth quarter of last year even though growth in real gross domestic product (GDP) appeared to slow.,Positive,0.999964952,Staff Review of the Economic SituationThe information reviewed for the January 26-27 meeting indicated that labor market conditions continued to improve in the fourth quarter of last year even though growth in real gross domestic product (GDP) appeared to slow.,1,Positive,0.999964952
"Although real PCE rose solidly in November, spending had been flat in October.",Positive,0.557328463,spending had been flat in October.,1,Neutral,0.999961257
"Households' net worth was supported by further strong gains in home values through November, although equity prices declined in recent months.",Positive,1,Households' net worth was supported by further strong gains in home values through November,1,Positive,1
"The available information indicated that inventory investment decreased again in the fourth quarter, although there was little evidence that inventory-to-sales ratios were uncomfortably high outside of the energy sector.",Negative,0.999670148,The available information indicated that inventory investment decreased again in the fourth quarter,1,Negative,0.974232435
"In early January, the Michigan survey measure of median inflation expectations over the next 5 to 10 years ticked up but continued to run near the low end of its typical range of the past 15 years.",Neutral,0.989353061,continued to run near the low end of its typical range of the past 15 years.,1,Neutral,0.946011543
"Economic growth slowed slightly in China but remained robust, supported by a modest pickup in growth of Chinese manufacturing output.",Positive,0.999467075,"remained robust, supported by a modest pickup in growth of Chinese manufacturing output.",1,Positive,1
Financing conditions for nonfinancial businesses remained accommodative for firms of higher credit quality but tightened somewhat for riskier firms.,Negative,0.369084984,tightened somewhat for riskier firms.,1,Neutral,0.499876052
"The growth of commercial and industrial (C&I) loans on banks' books continued to be strong, although a modest net percentage of banks reported tightening standards for C&I loans to large and middle-market firms during the fourth quarter in the most recent Senior Loan Officer Opinion Survey (SLOOS).",Positive,0.999998808,The growth of commercial and industrial (C&I) loans on banks' books continued to be strong,1,Positive,0.999999881
"Student and auto loans remained broadly available, even to borrowers with subprime credit histories, but the availability of credit card loans to subprime borrowers was still tight.",Negative,0.542568386,the availability of credit card loans to subprime borrowers was still tight.,1,Negative,0.901765645
"Respondents to the January SLOOS indicated that, over the past three months, they had eased standards and terms on auto loans but tightened standards and terms on credit card loans.",Positive,0.533551037,tightened standards and terms on credit card loans.,1,Negative,0.980569005
"While acknowledging the possible adverse effects of the tightening of financial conditions that had occurred, most policymakers thought that the extent to which tighter conditions would persist and what that might imply for the outlook were unclear, and they therefore judged that it was premature to alter appreciably their assessment of the medium-term economic outlook.",Negative,0.968124032,"most policymakers thought that the extent to which tighter conditions would persist and what that might imply for the outlook were unclear, and they therefore judged that it was premature to alter appreciably their assessment of the medium-term economic outlook.",1,Negative,0.636157691
"Although participants received mixed reports from their District contacts on consumer spending, some heard that retail activity had been generally positive at year-end, and a number of participants relayed indications that spending on services in their Districts remained solid.",Positive,0.999875069,"some heard that retail activity had been generally positive at year-end, and a number of participants relayed indications that spending on services in their Districts remained solid.",1,Positive,0.999998331
"Housing sales and construction continued to trend up though the end of 2015, extending the gradual recovery in the housing sector.",Positive,0.999989152,extending the gradual recovery in the housing sector.,1,Positive,0.999981761
"Several participants reported moderate growth in services industries, but a couple noted some slowing of activity.",Negative,0.997960448,a couple noted some slowing of activity.,1,Negative,0.998547256
"Although the unemployment rate, at 5.0 percent, was unchanged over that period, it was at a level close to or below most participants' estimates of its longer-run normal rate.",Neutral,0.640981376,"at 5.0 percent, was unchanged over that period, it was at a level close to or below most participants' estimates of its longer-run normal rate.",1,Neutral,0.826464832
"Most anticipated that employment would expand at a solid rate over the year ahead, although several saw the prospect of some moderation in employment gains from the particularly large increases in the fourth quarter of 2015.Participants discussed the implications of the further decline in the prices of oil and other commodities and the additional appreciation of the dollar since the previous FOMC meeting for the outlook for inflation.",Positive,0.481758475,Most anticipated that employment would expand at a solid rate over the year ahead,1,Positive,1
They agreed that these developments would keep inflation low in the near term but offered a range of views on the effects on the medium-term outlook and the risks attending the outlook.,Neutral,0.999970913,offered a range of views on the effects on the medium-term outlook and the risks attending the outlook.,1,Neutral,0.999989629
"Although most participants continued to expect that inflation would rise to the Committee's 2 percent objective over the medium term, a number of participants indicated that, in light of recent developments, they viewed the outlook for inflation as somewhat more uncertain or saw the risks as being to the downside.",Negative,0.927322626,"a number of participants indicated that, in light of recent developments, they viewed the outlook for inflation as somewhat more uncertain or saw the risks as being to the downside.",1,Negative,0.993921757
"While the exposure of the United States to the Chinese economy through direct trade ties was limited, a number of participants were concerned about the potential drag on the U.S. economy from the broader effects of a greater-than-expected slowdown in China and other EMEs.",Negative,0.999994278,a number of participants were concerned about the potential drag on the U.S. economy from the broader effects of a greater-than-expected slowdown in China and other EMEs.,1,Negative,0.999999523
"Participants agreed that incoming indicators regarding labor market developments had been encouraging, but also that data releases since the December meeting on spending and production had been disappointing.",Negative,0.999998569,also that data releases since the December meeting on spending and production had been disappointing.,1,Negative,0.999999881
"Participants judged that the overall implication of these developments for the outlook for domestic economic activity was unclear, but they agreed that uncertainty had increased, and many saw these developments as increasing the downside risks to the outlook.",Negative,0.999665976,"they agreed that uncertainty had increased, and many saw these developments as increasing the downside risks to the outlook.",1,Negative,0.999916911
"As expected, inflation had continued to run below 2 percent, but the further decline in energy prices and the additional appreciation of the dollar likely implied that inflation would take somewhat longer than previously anticipated to rise to the Committee's objective.",Negative,0.985021174,the further decline in energy prices and the additional appreciation of the dollar likely implied that inflation would take somewhat longer than previously anticipated to rise to the Committee's objective.,1,Negative,0.976749063
"It was noted that although it was generally appropriate for monetary policy not to respond substantially to temporary shocks to inflation, that prescription depended in part on the assumption that longer-term inflation expectations remained well anchored.",Neutral,0.999387383,that prescription depended in part on the assumption that longer-term inflation expectations remained well anchored.,1,Neutral,0.908131063
"Most participants indicated that it was difficult to judge at this point whether the outlook for inflation and economic growth had changed materially, but they thought that uncertainty surrounding the outlook had increased as a result of recent financial and economic developments.",Negative,0.531199098,they thought that uncertainty surrounding the outlook had increased as a result of recent financial and economic developments.,1,Negative,0.998463869
"Most participants were of the view that there was not yet enough evidence to indicate whether the balance of risks to the medium-term outlook had changed materially, but others judged that recent developments had increased the level of downside risks or that the risks were no longer balanced.",Neutral,0.845267773,others judged that recent developments had increased the level of downside risks or that the risks were no longer balanced.,1,Negative,0.997498453
"While participants continued to expect that gradual adjustments in the stance of monetary policy would be appropriate, they emphasized that the timing and pace of adjustments will depend on future economic and financial market developments and their implications for the medium-term economic outlook.",Neutral,0.999649644,they emphasized that the timing and pace of adjustments will depend on future economic and financial market developments and their implications for the medium-term economic outlook.,1,Neutral,0.999659538
"Regarding the outlook for inflation, the additional sharp declines in energy prices and strengthening of the exchange value of the dollar since the December meeting were likely to hold down inflation for longer than previously anticipated, but inflation was expected to increase gradually as energy prices and the prices of non-energy imports stabilized and the labor market strengthened further.",Positive,0.737356842,inflation was expected to increase gradually as energy prices and the prices of non-energy imports stabilized and the labor market strengthened further.,1,Positive,0.999836326
"Inflation is expected to remain low in the near term, in part because of the further declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.",Positive,0.965009868,to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.,1,Positive,0.999999762
"The components of the nominal retail sales data used by the Bureau of Economic Analysis to construct its estimate of PCE were little changed, on net, in January and February, but spending on energy services appeared likely to increase somewhat and the rate of sales of new light motor vehicles stepped up following a decline in December.",Negative,0.968756735,spending on energy services appeared likely to increase somewhat and the rate of sales of new light motor vehicles stepped up following a decline in December.,1,Negative,0.931949079
"Nominal construction spending by state and local governments increased sharply in January, but the payrolls of these governments were little changed, on net, over the first two months of the year.",Neutral,0.898061097,"the payrolls of these governments were little changed, on net, over the first two months of the year.",1,Neutral,0.999461591
"Economic growth continued to be steady but modest in the euro area and the United Kingdom, while Brazil remained in recession.",Negative,0.983551323,"modest in the euro area and the United Kingdom, while Brazil remained in recession.",1,Negative,0.999899387
Indicators pointed to a pickup in growth in most foreign economies in the current quarter but to a further softening of growth in China.,Negative,0.979733109,to a further softening of growth in China.,1,Negative,0.999997377
Financing conditions for commercial real estate (CRE) tightened somewhat over the intermeeting period but remained accommodative.,Neutral,0.688547313,remained accommodative.,1,Negative,0.919096649
"Reportedly in response, CMBS issuance was down somewhat over the first two months of the year, although CRE loans on banks' balance sheets continued to increase at a robust pace through February.",Positive,0.984489322,"Reportedly in response, CMBS issuance was down somewhat over the first two months of the year",1,Negative,0.999986529
"Staff Economic OutlookIn the U.S. economic forecast prepared by the staff for the March FOMC meeting, real GDP in the first half of the year was projected to increase a little more slowly than in the forecast prepared for the January meeting, although estimated real GDP growth in the fourth quarter of last year was revised up.",Negative,0.628907859,"Staff Economic OutlookIn the U.S. economic forecast prepared by the staff for the March FOMC meeting, real GDP in the first half of the year was projected to increase a little more slowly than in the forecast prepared for the January meeting",1,Negative,0.888156116
"Inflation picked up in recent months, but it continued to run below the Committee's 2 percent longer-run objective.",Negative,0.999752462,it continued to run below the Committee's 2 percent longer-run objective.,1,Negative,0.999777973
"In particular, several participants expressed the view that the underlying factors abroad that led to a sharp, though temporary, deterioration in global financial conditions earlier this year had not been fully resolved and thus posed ongoing downside risks.",Negative,0.999996662,"In particular, several participants expressed the view that the underlying factors abroad that led to a sharp, deterioration in global financial conditions earlier this year had not been fully resolved and thus posed ongoing downside risks.",1,Negative,0.999997497
"Participants continued to anticipate that inflation would run below the Committee's 2 percent objective in the near term but that, as the transitory effects of earlier declines in energy and import prices dissipated and the labor market strengthened further, inflation would rise to 2 percent over the medium term.",Positive,0.488652915,"that, as the transitory effects of earlier declines in energy and import prices dissipated and the labor market strengthened further, inflation would rise to 2 percent over the medium term.",1,Positive,0.952704728
"Some participants concluded that longer-run inflation expectations remained reasonably stable, but some others expressed concern that longer-run inflation expectations may have already moved lower, or that they might do so if inflation was to persist for much longer at a rate below the Committee's objective.",Negative,0.999964952,"some others expressed concern that longer-run inflation expectations may have already moved lower, or that they might do so if inflation was to persist for much longer at a rate below the Committee's objective.",1,Negative,0.999995232
"Moreover, the sharp asset price movements that occurred earlier in the year had been reversed to a large extent, but longer-term interest rates and market participants' expectations for the future path of the federal funds rate remained lower.",Negative,0.985475957,longer-term interest rates and market participants' expectations for the future path of the federal funds rate remained lower.,1,Negative,0.845659494
"Many participants noted that, with the target range for the federal funds rate only slightly above zero, the FOMC continued to have little room to ease monetary policy through conventional means if economic activity or inflation turned out to be materially weaker than anticipated, but could raise rates quickly if the economy appeared to be overheating or if inflation was to increase significantly more rapidly than anticipated.",Negative,0.999536157,could raise rates quickly if the economy appeared to be overheating or if inflation was to increase significantly more rapidly than anticipated.,1,Negative,0.709638238
"These participants saw their judgment as consistent with the Committee's data-dependent approach to setting monetary policy; it was noted that, in this context, the relevant data include not only domestic economic releases, but also information about developments abroad and changes in financial conditions that bear on the economic outlook.",Neutral,0.999987364,also information about developments abroad and changes in financial conditions that bear on the economic outlook.,1,Neutral,0.997896552
"Members also continued to expect inflation to remain low in the near term, in part because of earlier declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipated and the labor market strengthened further.",Positive,0.94887799,to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipated and the labor market strengthened further.,1,Positive,0.999999881
Members noted the increase in inflation reported in recent months but expressed a range of views about the extent to which the increase would prove persistent.,Neutral,0.999274075,expressed a range of views about the extent to which the increase would prove persistent.,1,Neutral,0.998918891
"Inflation is expected to remain low in the near term, in part because of earlier declines in energy prices, but to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.",Positive,0.987294137,to rise to 2 percent over the medium term as the transitory effects of declines in energy and import prices dissipate and the labor market strengthens further.,1,Positive,0.999999762
Staff Review of the Economic SituationThe information reviewed for the April 26-27 FOMC meeting indicated that labor market conditions improved further in the first quarter even though growth in real gross domestic product (GDP) appeared to have slowed.,Positive,0.999568522,Staff Review of the Economic SituationThe information reviewed for the April 26-27 FOMC meeting indicated that labor market conditions improved further in the first quarter even though growth in real gross domestic product (GDP) appeared to have slowed.,1,Positive,0.999568522
"Although the unemployment rate edged up to 5.0 percent, both the labor force participation rate and the employment-to-population ratio continued to increase.",Positive,0.900910974,both the labor force participation rate and the employment-to-population ratio continued to increase.,1,Positive,0.977392137
"The share of workers employed part time for economic reasons rose slightly but had been about flat, on balance, over recent months.",Neutral,0.988852739,"had been about flat, on balance, over recent months.",1,Neutral,0.99915123
"The rates of private-sector hires and quits moved up in February, while the rate of job openings declined a little but was still at an elevated level.",Neutral,0.745428383,was still at an elevated level.,1,Neutral,0.694188595
